filename,path,duration,sr,tempo,rms,spectral_centroid
A005.mp3,..\data\audio\Q1\A005.mp3,30.06,32000,120.96774193548387,0.061725568026304245,2726.5427303363517
A011.mp3,..\data\audio\Q1\A011.mp3,30.06,32000,133.92857142857142,0.16268371045589447,2278.5559261893677
A014.mp3,..\data\audio\Q1\A014.mp3,30.0,44100,172.265625,0.1791231632232666,4191.604032209359
A019.mp3,..\data\audio\Q1\A019.mp3,30.0,44100,117.45383522727273,0.13927742838859558,2363.957483526117
A022.mp3,..\data\audio\Q1\A022.mp3,30.06,32000,120.96774193548387,0.21872752904891968,2304.0324573600833
A024.mp3,..\data\audio\Q1\A024.mp3,30.06,32000,101.35135135135135,0.1760920286178589,2272.7231698358687
A039.mp3,..\data\audio\Q1\A039.mp3,30.06,32000,101.35135135135135,0.14532513916492462,2954.7675867749954
A042.mp3,..\data\audio\Q1\A042.mp3,29.1265306122449,22050,73.828125,0.15480242669582367,1477.5915878794808
A043.mp3,..\data\audio\Q1\A043.mp3,29.936326530612245,22050,143.5546875,0.15558452904224396,1804.9270077306437
A047.mp3,..\data\audio\Q1\A047.mp3,29.489342403628118,44100,99.38401442307692,0.07685064524412155,3611.3998722596016
A050.mp3,..\data\audio\Q1\A050.mp3,30.040816326530614,44100,107.666015625,0.22396808862686157,2195.161478802981
A064-116.mp3,..\data\audio\Q1\A064-116.mp3,29.999954648526078,22050,107.666015625,0.1321714222431183,1709.394919952704
A077-122.mp3,..\data\audio\Q1\A077-122.mp3,29.15265306122449,22050,123.046875,0.22101247310638428,2401.931296826225
A086-123.mp3,..\data\audio\Q1\A086-123.mp3,29.999954648526078,22050,112.34714673913044,0.12762708961963654,3828.1789508844913
A092-96.mp3,..\data\audio\Q1\A092-96.mp3,29.1265306122449,22050,151.99908088235293,0.09242802858352661,1817.365975693154
A094-110.mp3,..\data\audio\Q1\A094-110.mp3,30.06,32000,113.63636363636364,0.0642244964838028,2520.788056075239
A095-113.mp3,..\data\audio\Q1\A095-113.mp3,30.0,44100,161.4990234375,0.19558468461036682,3432.26681784262
A100-124.mp3,..\data\audio\Q1\A100-124.mp3,29.15265306122449,22050,172.265625,0.1248580813407898,3001.7487123704577
A101-111.mp3,..\data\audio\Q1\A101-111.mp3,29.53578231292517,44100,139.6748310810811,0.10115129500627518,2626.7387163540798
A102-114.mp3,..\data\audio\Q1\A102-114.mp3,29.95374149659864,44100,117.45383522727273,0.09756946563720703,4219.655124940637
A104-119.mp3,..\data\audio\Q1\A104-119.mp3,29.41455782312925,22050,135.99917763157896,0.20097878575325012,2654.1951286168937
A105-117.mp3,..\data\audio\Q1\A105-117.mp3,30.06,32000,110.29411764705883,0.08613098412752151,3295.7832653719097
A107-115.mp3,..\data\audio\Q1\A107-115.mp3,30.06,32000,113.63636363636364,0.09438389539718628,3048.41539765535
A114-120.mp3,..\data\audio\Q1\A114-120.mp3,29.628662131519274,44100,109.95678191489361,0.07732351869344711,3348.001686572936
A115-84.mp3,..\data\audio\Q1\A115-84.mp3,30.06,32000,117.1875,0.031095949932932854,2664.406749003462
A128-109.mp3,..\data\audio\Q1\A128-109.mp3,29.999954648526078,22050,95.703125,0.3723698556423187,3081.937917978681
A132-121.mp3,..\data\audio\Q1\A132-121.mp3,29.58222222222222,44100,107.666015625,0.1859627664089203,3566.2789578803186
A146-118.mp3,..\data\audio\Q1\A146-118.mp3,29.902947845804988,22050,123.046875,0.2690066695213318,2441.5329314247842
A148-102.mp3,..\data\audio\Q1\A148-102.mp3,29.85795918367347,22050,129.19921875,0.09117557108402252,2582.5364051228808
A152-108.mp3,..\data\audio\Q1\A152-108.mp3,30.0,44100,99.38401442307692,0.10202307254076004,3283.1078157739776
A153-130.mp3,..\data\audio\Q1\A153-130.mp3,29.444716553287982,22050,129.19921875,0.23679223656654358,2640.8560903950574
A160-149.mp3,..\data\audio\Q1\A160-149.mp3,30.06,32000,129.31034482758622,0.13737301528453827,1972.5595353437218
A162.mp3,..\data\audio\Q1\A162.mp3,30.0,44100,90.66611842105263,0.030830347910523415,3724.2179710372357
A166.mp3,..\data\audio\Q1\A166.mp3,29.556848072562357,44100,80.74951171875,0.22889792919158936,3084.5737659201673
A167.mp3,..\data\audio\Q1\A167.mp3,30.0,44100,80.74951171875,0.19392728805541992,2556.903380345579
A187.mp3,..\data\audio\Q1\A187.mp3,29.987074829931974,44100,112.34714673913044,0.24579870700836182,2606.7693428867283
A196.mp3,..\data\audio\Q1\A196.mp3,30.066961451247167,44100,63.02400914634146,0.13725611567497253,2985.006112739871
