Song,Quadrant
L001-141,Q4
L002-157,Q3
L006-135,Q2
L007-76,Q3
L008-146,Q3
L009-151,Q4
L010-168,Q4
L012-81,Q1
L013-159,Q3
L015-160,Q3
L016-77,Q3
L021-101,Q2
L022-121,Q1
L024-142,Q4
L028-150,Q3
L030-166,Q2
L031-139,Q4
L033-72,Q3
L034-79,Q3
L037-169,Q2
L038-102,Q1
L046-147,Q3
L047-71,Q3
L048-163,Q3
L049-164,Q2
L050-149,Q1
L052,Q4
L059,Q1
L064,Q1
L065,Q2
L067,Q4
L070,Q2
L071,Q4
L072,Q1
L079,Q3
L084,Q3
L085,Q3
L090,Q1
L095,Q3
L096,Q3
L097,Q1
L098,Q3
L103,Q4
L104,Q3
L108,Q4
L109,Q3
L110,Q3
L111-66,Q3
L115-161,Q3
L118-167,Q2
L123-143,Q3
L128-173,Q4
L132-93,Q2
L133-158,Q3
L134-75,Q3
L135-69,Q3
L140-94,Q2
L141-95,Q2
L145-113,Q1
L146-68,Q3
L147-152,Q3
L149-106,Q3
L150-124,Q1
L151-111,Q1
L152-114,Q1
L155-117,Q1
L156-100,Q3
L159-138,Q4
L160-155,Q1
L162,Q1
L163,Q3
L164,Q4
L165,Q4
L166,Q1
L169,Q4
L170,Q3
L171,Q3
L174,Q2
L179,Q4
L180,Q4
L181,Q3
L184,Q3
L185,Q3
L186,Q4
L188,Q3
L190,Q4
L199,Q3
L200,Q3
MT0000011357,Q2
MT0000017389,Q3
MT0000022649,Q3
MT0000026571,Q4
MT0000030834,Q4
MT0000034999,Q3
MT0000038502,Q2
MT0000048600,Q4
MT0000052463,Q2
MT0000054766,Q3
MT0000063684,Q4
MT0000067251,Q3
MT0000080053,Q1
MT0000086428,Q3
MT0000089410,Q4
MT0000093583,Q1
MT0000097948,Q4
MT0000106285,Q4
MT0000111068,Q3
MT0000117176,Q4
MT0000135916,Q4
MT0000139242,Q1
MT0000143859,Q4
MT0000144160,Q4
MT0000144424,Q2
MT0000145509,Q2
MT0000147182,Q4
MT0000147647,Q2
MT0000153361,Q3
MT0000162219,Q3
MT0000169174,Q2
MT0000171421,Q3
MT0000174580,Q1
MT0000190640,Q2
MT0000191766,Q1
MT0000197431,Q1
MT0000231442,Q2
MT0000239675,Q4
MT0000258223,Q4
MT0000258646,Q2
MT0000268701,Q4
MT0000270200,Q2
MT0000271454,Q1
MT0000271970,Q2
MT0000287921,Q2
MT0000292000,Q4
MT0000312152,Q3
MT0000318279,Q4
MT0000321394,Q2
MT0000326433,Q3
MT0000345937,Q4
MT0000360851,Q3
MT0000369188,Q1
MT0000371043,Q3
MT0000380307,Q4
MT0000380971,Q3
MT0000407837,Q4
MT0000408441,Q3
MT0000412380,Q3
MT0000425270,Q2
MT0000431226,Q3
MT0000447281,Q3
MT0000447539,Q4
MT0000463371,Q2
MT0000481304,Q4
MT0000487439,Q3
MT0000489470,Q4
MT0000495842,Q4
MT0000523576,Q4
MT0000547065,Q3
MT0000549945,Q4
MT0000553622,Q3
MT0000564376,Q3
MT0000567692,Q3
MT0000580738,Q3
MT0000592222,Q3
MT0000606812,Q3
MT0000619767,Q3
MT0000638424,Q4
MT0000643201,Q3
MT0000666429,Q2
MT0000667625,Q1
MT0000672880,Q1
MT0000685538,Q3
MT0000689110,Q2
MT0000694316,Q2
MT0000704913,Q1
MT0000712071,Q1
MT0000724357,Q2
MT0000727738,Q3
MT0000728975,Q3
MT0000737118,Q1
MT0000741489,Q2
MT0000776108,Q3
MT0000780401,Q3
MT0000787002,Q3
MT0000808227,Q2
MT0000811092,Q4
MT0000811743,Q3
MT0000814289,Q3
MT0000814565,Q3
MT0000829765,Q3
MT0000844574,Q4
MT0000847731,Q3
MT0000850957,Q2
MT0000852582,Q2
MT0000854722,Q1
MT0000863543,Q1
MT0000871290,Q1
MT0000874328,Q1
MT0000886390,Q1
MT0000892306,Q2
MT0000895003,Q2
MT0000900387,Q2
MT0000900995,Q4
MT0000906888,Q4
MT0000910270,Q2
MT0000921193,Q3
MT0000931402,Q3
MT0000934613,Q2
MT0000948111,Q1
MT0000951610,Q2
MT0000968326,Q1
MT0000971800,Q1
MT0000983092,Q3
MT0000984023,Q2
MT0001014012,Q4
MT0001016068,Q3
MT0001030436,Q3
MT0001038803,Q4
MT0001046395,Q1
MT0001095298,Q3
